,Title,Company,Location,Post_Date,URL,Current Status,Source,Description
49,Tourism Business Reporter,The Miami Herald,"Doral, FL",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=f7cab3e6f59da10f,,indeed,"Tourism Business Reporter
This reporter will be a self-starter who explores news and trends in cruising, air travel, hotels and attractions as they relate to the South Florida market.
S/he breaks news related to local companies and local interests, with an emphasis on stories that affect consumers. On this fast-paced beat, this requires staying abreast of developments by monitoring releases, social media and Google alerts, and posting online quickly to capitalize on digital traffic.
The ability to develop balanced working relationship and sources both within and outside major companies is essential. Through sources, local companies, trade organizations, data and government reports, this reporter also identifies trends relevant to local workers and employers, and examines those in enterprise stories that delve beneath the surface and beyond the predictable.
Among the questions s/he will ask:
What new and/or changing consumer offerings are available to South Floridians in terms of cruising, hotels, attractions and flights? How do those fit within a broader context of travel offerings? How might they affect the local economy or tourism industry?
How do hotels, cruise lines, airlines and attractions positively and negatively impact local wages, jobs and economy?
What conditions, government policies and practices affect worker and guest safety and comfort?
This beat requires a demonstrated commitment to fairness and accuracy, in fact and in tone, and a strong grounding in journalism ethics. And like all journalists at the Herald, this reporter must demonstrate the desire and skills to build audience loyalty, engagement and growth around compelling public service journalism.
This reporter is expected to not only have the ability to build sources and ferret out facts, but frame, write, produce and promote a story via search and social media to ensure that it reaches and resonates with our readers.
The successful candidate must show competency with analyzing data and working with social media tools like CrowdTangle in prospecting for stories.
Essential qualities include flexibility and a demonstrated commitment to constantly adapting to the ever-evolving ways in which readers seek out and interact with journalism. Like all reporters at the Miami Herald, this one will regularly engage with her/his editor to evaluate stories based on audience and mission to determine what is, and isn’t, worth pursuing.
 On audience:
Who cares about this (or who should)?
Is this a big enough group to make the idea worth pursuing the way it is framed?
Is there a way to extend/expand interest in this subject or information to make the group big enough?
If the group is small, is it influential enough to allow the story to have significant impact?
On mission:
Will the story break news that holds leaders or institutions accountable?
Will the story break news that makes a concrete difference in the community?
Will the story tell readers how something will directly affect their lives or the lives of their families or friends?
Will the story use extraordinary, revelatory story-telling to help readers understand a consequential societal issue in new ways?
Will the story (or sometimes a series of quick hits in the cases of breaking news) attract an extraordinary amount of readership or engagement because it is of great interest and/or value to our readers for other reasons?
Pluses include familiarity with the local region, personal or professional travel and/or cruise experience, data-reporting skills and Spanish-language skills.
This position reports to Business Editor Jane Wooldridge.
Minimum requirements:
Strong writing and reporting skills and excellent news judgment
Unwavering commitment to accurate, ethical journalism
Demonstrated ability to use social media platforms such as Facebook and Twitter to reach audiences
Fluency in the science of readership and engagement, including an understanding of how to use analytics
A demonstrated ability to tell stories using a variety of tools and platforms, including photos and video
A demonstrated ability to learn new skills and technologies, including emerging storytelling tools and platforms
Strong interpersonal skills, including empathy and the ability to take and give constructive criticism.
A collaborative approach and ability to coordinate and work effectively with other newsroom journalists
Demonstrated ability to work comfortably in a job that will be fast-paced, data-driven, shaped constantly by feedback and experimentation and always evolving"
59,"US Partnerships Manager, Google News Lab",Google,"New York, NY 10011 (Chelsea area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=d2c3d0cf63324774,,indeed,"Desired: Public SpeakingMarketingJournalismAs our US Partnerships Manager, you’ll work with newsrooms, industry groups, coalitions, universities, startup accelerators, nonprofits and foundations to build and develop partnerships that meet our mission to advance reporting and storytelling around the world. Leveraging Google technology, you’ll help newsrooms experiment with new reporting and storytelling innovations that can be scaled throughout the market. Working with a variety of groups, you’ll develop and manage training partnerships that advance such fields as local news, inclusive journalism and emerging technology. You’ll develop programs to bring partners together to enhance the news ecosystem. With experience in partnerships development, you’ll leverage your industry knowledge of trends and technology to empower journalism. You’re a team player who loves working on a purpose-driven team that operates with creativity in a fast-paced environment.
The Google News Initiative (GNI) is Google’s effort to help journalism thrive in the digital age. The GNI is a cross-functional effort across Google. The Google News Lab is a global team within the Google News Initiative that specifically focuses on empowering the advancement of reporting and storytelling around the world. We do this through partnerships and training that help journalists and editors resolve key challenges in today’s media landscape and strengthen the capacity of their newsrooms.
Responsibilities
Develop new partnerships and manage existing partnerships with industry organizations that support journalism across the United States.
Develop and administer fellowship programs for journalists. Represent Google News Lab at strategic publisher meetings.
Partner with journalism organizations, associations and unions to hold joint technology training workshops.
Deliver trainings and talks on Google products for news.
Hold community events and enhance our Grow with Google partnership that brings together entrepreneurs and journalists to collaborate around new technologies for storytelling.
Qualifications
Minimum qualifications:
Bachelor's degree or equivalent practical experience.
4 years of relevant work experience in news, journalism or marketing.

Preferred qualifications:
Experience developing partnerships and initiatives between tech and media companies.
Proven track record using technology and online tools in innovative ways.
Ability to manage several projects simultaneously with timely deliverables. Excellent organizational skills.
Comfort with data and data analysis, particularly as it relates to journalism.
A deep knowledge of and passion for technology.
Excellent public speaking and interpersonal skills.

At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.
To all recruitment agencies: Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes."
61,Senior Publishing Editor,Dow Jones,"New York, NY 10176 (Murray Hill area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=4d044b1e6c0d3fcf,,indeed,"Job Description:
The Wall Street Journal is seeking a skilled, highly creative editor for its fast-paced Publishing Desk in New York. This accomplished journalist is invigorated by the demands of the current news cycle and the importance of delivering top-quality stories and visuals to readers.
This editor will meet and maintain WSJ’s high standards through precise and concise editing, sharp and informative headlines and distinctive presentation, while taking on additional responsibilities to independently and quickly make decisions about breaking news, coordinate with core coverage chiefs to manage strategy on the top news of the day, work closely with reporting bureaus as well as oversee the work of colleagues.
Senior publishing editors understand the demands of a 24-hour news cycle and must be comfortable with making high-level news decisions. These editors have excellent communication skills and are able to move fast, decisively and support colleagues in their work by giving clear direction. They help evaluate staff progress. The role also requires a strong appreciation of the needs of our various publishing platforms and the wherewithal to communicate with those overseers.
Successful candidates must have exceptional news judgment and the ability to sharply edit and elevate stories of all types with speed and depth under deadline pressure for a digital audience. In addition to breaking news and top news of the day, these editors will work on lively, in-depth feature stories and graphics on a variety of core subjects valued by our readers. A deep interest in all areas of news, in particular finance, business and technology, is desired.
Editors on the publishing desk are versatile and possess the temperament to handle multiple articles and responsibilities across platforms in an efficient manner. The ability to collaborate with reporters and editors around the world is essential.
Experience in digital journalism and publishing, plus an appreciation of modern and innovative storytelling techniques, is preferred. A desire to learn new skills is encouraged.
Journalistic skills
Exercises exceptional news judgment in editing and fast-paced publishing.
Demonstrates the ability to quickly and sharply edit for grammar, style, sense, jargon, accuracy, structure, balance and fairness.
Proficient in numeracy and draws on a variety of general knowledge, confident in analyzing the data behind a story.
Upholds Dow Jones standards and ethics in own work and that of others.
Understands WSJ’s brand, content and various digital and print platforms.
Thoroughly understands the core WSJ’s audiences, and their needs and expectations.
Helps connect the content with the audience.
Media skills
Skill with editing different types of media, e.g., text, graphics, social-media descriptions and photo captions.
Understands the value of on-page and search-engine optimization, notably headlines and tags.
Creates publishable story packages/article pages, including adding related links, visuals and other digital elements, that meet WSJ requirements.
Assesses the digital performance of stories and make adjustments as needed.
Deep knowledge of digital and social-media strategy and tools.
Command of newsroom editorial tools, metadata and internal coding for WSJ and DJ Newswires.
Management skills
Assigns or oversees other editors’ work. May manage workflow or participate in performance reviews.
Assists in coaching individual editors, identifies training opportunities and participates in training presentations as needed.
Makes coverage decisions when needed and organizes colleagues to execute plans.
Leads by example and works well across teams.
Aids in building collective skills across the editing team.
Proactive rather than reactive.
Communicates precisely, with compassion.
Participates in recruiting and evaluating candidates during the hiring process.
Personal attributes
Takes pride in and ownership of his or her own work.
Prioritizes tasks and time while handling multiple responsibilities.
Meets deadlines.
Understands workflow beyond his or her own needs.
Flexible in changing/handing off tasks.
General awareness of how a newsroom works.
Functions well within a team.
Wants to learn new skills.
LI-JA1-WSJ
Dow Jones , Making Careers Newsworthy
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status. EEO/AA/M/F/Disabled/Vets .
Dow Jones is committed to providing reasonable accommodation for qualified individuals with disabilities, in our job application and/or interview process. If you need assistance or accommodation in completing your application, due to a disability, please reach out to us at TalentResourceTeam@dowjones.com . Please put “Reasonable Accommodation"" in the subject line.
Business Area: NEWS/WSJ
Job Category: News/Editorial Group
About Us
The Wall Street Journal is a global news organization that provides leading news, information, commentary and analysis. The Wall Street Journal engages readers across print, digital, mobile, social, and video. Building on its heritage as the preeminent source of global business and financial news, the Journal includes coverage of U.S. and world news, politics, arts, culture, lifestyle, sports, and health. It holds 36 Pulitzer Prizes for outstanding journalism. The Wall Street Journal is published by Dow Jones, a division of News Corp (NASDAQ: NWS, NWSA; ASX: NWS, NWSLV).
If you require assistance in completing the online application, please contact the Talent Management team for Application Help at TalentResourceTeam@dowjones.com
JobReq14157"
64,Investigative Reporter,Nexstar Broadcasting,"Austin, TX",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=7e09f69903f497e4,,indeed,"Company Overview
Nexstar Media Group Inc. is the largest TV station operator in the country. With the reach of 169 television stations in 100 markets addressing nearly 38.9% of US television households, and a diversified, growing digital media operation. Nexstar Media Group Inc. is the parent company of Nexstar Broadcasting Group, Inc. & Nexstar Digital LLC. Learn more at www.nexstar.tv.

EEO Statement:
Equal Opportunity Employer Minorities/Women/Veterans/Disabled
Position Summary
KXAN (NBC) in Austin is hiring an experienced investigative reporter to join “KXAN Investigates,” a nationally-recognized, award-winning team of journalists – the largest of any TV station in Texas. Through tip-driven and enterprise investigations, KXAN has helped change laws, recovered millions of dollars for viewers, revealed major safety shortfalls and exposed corruption among elected leaders. KXAN’s overall station brand is “in-depth, investigative,” with proven success producing high-impact, high-quality, innovative projects on-air and online.

DESCRIPTION: This reporter will be expected to find an investigative angle on daily coverage. These stories go beyond the basics of general assignment reporting and storytelling to also: uncover a problem, hold those responsible accountable and press for a solution. In addition to these daily reports, this reporter will also cover a specific investigative beat and will work on larger, long-term investigations.
Essential Duties and Responsibilities
EXPERIENCE: Candidates must have a minimum of five years reporting experience, including at least two years of investigative reporting. This is not an entry-level position. A bachelor’s degree in journalism or related field preferred.

REQUIREMENTS: Candidates must have a resume and online link showing investigative work. Candidates should know the basics of data analysis, public information requests and backgrounding. They should also be open to collaboration with an entire team of seasoned investigators, and they must have a track record of enterprising story ideas and developing key sources. Previous work must demonstrate compelling storytelling using dynamic live shots and stand-ups, creative graphics and use of digital and social media platforms.

Additionally:
Develop ideas for realistic, executable, timely and important investigations on a daily basis.Collect and analyze facts about newsworthy events by interview, investigation, or observation.Produce accurate, complete and compelling news copy on deadline.

ADDITIONAL QUALIFICATIONS: Excellent reading, writing, spelling, grammar and organizational skills. Promotes teamwork and maintains attitude of cooperation with all station personnel. Proficient at screening and logging video and providing written editing instructions to tape editors. Adept at ad-lib presentations, without aid of scripts and/or teleprompters. Possess exceptional research skills."
66,"Reporter, WSJ Pro Artificial Intelligence",Dow Jones,"New York, NY 10176 (Murray Hill area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=fc61b9fa1e0f2a63,,indeed,"Job Description:
Reporter, WSJ Pro Artificial Intelligence
WSJ Pro, the unit of the Wall Street Journal that provides specialized news, analysis and data for professional audiences, seeks a reporter to focus on one of the hottest areas of technological change: artificial intelligence. As investments in AI technologies rise dramatically in the coming years, business practices will be transformed. WSJ Pro Artificial Intelligence will serve executives who need to understand how those technologies can enable their businesses and be effectively implemented.
The reporter in this position would cover artificial intelligence through a business lens, reporting and analyzing how companies are adopting AI into their business strategies, how they're putting these technologies into operation, how AI is changing business practices and industries, and what challenges companies are finding.
We're looking for an enterprising journalist who is bursting with ideas, energetic in seeking new sources, and able to thrive in a collaborative team environment. This reporter should be a business journalist with experience covering AI or technology more broadly. The ability to write clearly and concisely about complex topics for a business-minded audience is a must.
LI-JA1-WSJ
Dow Jones , Making Careers Newsworthy
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status. EEO/AA/M/F/Disabled/Vets .
Dow Jones is committed to providing reasonable accommodation for qualified individuals with disabilities, in our job application and/or interview process. If you need assistance or accommodation in completing your application, due to a disability, please reach out to us at TalentResourceTeam@dowjones.com . Please put “Reasonable Accommodation"" in the subject line.
Business Area: NEWS/WSJ
Job Category: News/Editorial Group
About Us
The Wall Street Journal is a global news organization that provides leading news, information, commentary and analysis. The Wall Street Journal engages readers across print, digital, mobile, social, and video. Building on its heritage as the preeminent source of global business and financial news, the Journal includes coverage of U.S. and world news, politics, arts, culture, lifestyle, sports, and health. It holds 36 Pulitzer Prizes for outstanding journalism. The Wall Street Journal is published by Dow Jones, a division of News Corp (NASDAQ: NWS, NWSA; ASX: NWS, NWSLV).
If you require assistance in completing the online application, please contact the Talent Management team for Application Help at TalentResourceTeam@dowjones.com
JobReq13011"
68,Reporter - Office Interior Design,CoStar Group,"Washington, DC 20005 (Logan Circle area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=4d4640a9cf838e3d,,indeed,"Reporter - Office Interior Design

Job Description

CoStar has served as a respected source of news for the fast-paced commercial real estate industry for more than two decades. Our award-winning, industry-focused news informs subscribers and complements CoStar’s role as the industry’s leading source of commercial real estate information and data. Fortune Magazine recently named CoStar Group top 100 fastest growing companies in the world. As a member of CoStar’s news team, you will lead our coverage of office interior design. The ideal candidate would take our readers inside the funkiest and most innovative spaces where people work, and introduce us to the creatives who make the magic happen. We are looking for someone who can deliver a stream of lively coverage, all expertly tailored for the web, email newsletters, social media and other platforms.

CoStar is rapidly expanding our news team to take our journalism to the next level. This is a great opportunity for an experienced, digitally-oriented journalist to set for standard for a beat that is sure to appeal to our large and growing audience of real estate professionals. Previous reporting experience covering design is a definite advantage.

Essential Functions:Show a keen eye for standout design and be able to communicate that through lively writing and engaging imagery.Collaborate and coordinate with CoStar’s News Team to ensure timely coverage across the many communities that make up our markets.Cultivate and manage a bench of knowledgeable sources and expert contributors.Attend major industry events and plan and manage special event coverageMonitor major industry trends, leaders and companies, including news and social channels, for leads and industry relevance.Follow generally accepted journalism ethics and standards to report the facts, including a commitment to truth, accuracy, fairness and impartiality.Use traffic and keyword data to gain a better understanding of the news our readers are most interested in to help shape future news coverage.

Skills and Qualifications:Proven journalist with extensive experience in a high-profile news or online content-creating/curating role, with regular writing/reporting experience for an online audience.Results oriented – with proven ability to prioritize, drive and achieve results through self and others while working to deadlines under pressure.Candidates should be comfortable in digital media, with a creative flair for images and other visual content to accompany their reports.B2B media experience preferred.Excellent web headline and copywriting skills, with a command of AP Style and a deep knowledge of SEO best practices.Ability to work within a team collaborative environment and manage both up and down management chain.Basic knowledge of HTML and social media.Bachelor’s degree or higher required; ideally in journalism, communications, or a related discipline.LI-AA1

CoStar Group is an Equal Employment Opportunity Employer; we maintain a drug-free workplace and perform pre-employment substance abuse testing"
75,Regional Editor,CoStar Group,"Dallas, TX 75201 (City Center District area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=455c75e587a1723d,,indeed,"Regional Editor

Job Description

CoStar has served as a respected source of news for the fast-paced commercial real estate industry for more than two decades. Our award-winning, industry-focused news informs subscribers and complements CoStar’s role as the industry’s leading source of commercial real estate information and data. Fortune Magazine recently named CoStar Group top 100 fastest growing companies in the world. As a key member of CoStar’s news team, you will take a leadership role in determining and shaping CoStar’s news coverage, overseeing the day-to-day activities of a group of reporters clustered geographically. Our regional editors are to be based in the areas they are responsible for.

This is a critical job. As a front-line editor, you will work with a team of reporters to deliver distinct, market-leading coverage to CoStar’s large and growing audience of real estate professionals. The ideal candidate will be able to plan and edit a steady stream of daily coverage while conceiving and executing our most ambitious enterprise, all expertly tailored for the web, email newsletters, social media and other platforms.

CoStar is hiring a number of editors and reporters to take our journalism to the next level. This is an excellent opportunity for an experienced journalist to make a mark and be a part of the next great media brand. Previous newsroom experience for a daily or weekly business publication is a definite advantage.

Essential Functions:Play a key leadership role in the newsroom by generating story ideas, planning, assigning and editing news content, ensuring stories are accompanied by appropriate art, overseeing news publishing schedules and editorial calendars; and supervising editorial staff and freelancers.Demonstrate sound news judgement and an ability to prioritize work in an often fast-changing environment.Work with data analytics and other tools to guide decision making.Manage a remote team of reporters who are dispersed in cities in the regionCollaborate with other news editors in Washington and elsewhere to determine and prioritize news content and topics.Maintain calm under regular deadline pressure without compromising standards.

Skills and Qualifications:A proven manager capable of taking on a leadership role for a news team of highly experienced real estate reporters.Strong journalism background with proven writing and news editing skills, exceptional organizational skills and experience managing news reporters.Ideal candidates will also be experienced reviewing and editing a variety of news styles and formats, from straightforward hard news to profiles of industry leaders and longer, analytic pieces.Results oriented – with proven ability to prioritize, drive and achieve results through self and others while working to deadlines under pressure.B2B media experience preferred.Excellent headline and photo caption-writing skills, with a command of AP Style and a deep knowledge of SEO best practices.Ability to work within a team collaborative environment and manage both up and down management chain.Basic knowledge of HTML and social media.Master’s or Bachelor’s degree in journalism strongly preferred and several years of relevant news room experience.LI-AA1

CoStar Group is an Equal Employment Opportunity Employer; we maintain a drug-free workplace and perform pre-employment substance abuse testing"
76,Commodity Markets Reporter,Argus Media,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=51054c456decb68c,,indeed,"Desired: Microsoft OfficeExcelArgus Media is a fast-growing global B2B media company providing essential information to the energy industry and other commodity-related markets. Argus benchmarks are used globally throughout the energy sector for formula pricing in contracts, as a taxation reference, in investment planning and for a variety of other purposes.

The ideal candidate is a financial journalist with extensive experience covering commodity markets. This position provides real-time coverage of the related industry, including but not limited to making pricing assessments, writing market analysis and breaking news, and/or covering events such as press conferences and industry gatherings. The reporter also collaborates with colleagues on other teams and in other regions.

Key Responsibilities
Collect market prices and make assessments, adhering to rigorous compliance standards.Oversee methodology relevant to coverage, which includes timely communication of needed changes, additions or deletions.Write market commentaries, news, analysis and market outlooks; develop graphs and charts within Excel to illustrate trends and analysis; communicate this information in a timely manner to management and subscribers.Work with, and interview subject matter experts and research industry trends.Contribute to presentations as directed by management.Develop and maintain rapport with key contacts, and liaise regularly with industry stakeholders (buyers, sellers, traders, brokers) to gain market intelligence.Develop new contacts within the market to aid with gathering prices and general market intelligence.Maintain existing databases and build new databases for designated products.Cover conferences and events (some travel required).Adhere to strict deadlines.Provide subject-matter expertise to other Argus departments.Work on special projects as needed.

Knowledge, Skills, and Abilities
The legal authorization to work in the US for any US employerA minimum of 4 years of prior experience with commodity markets preferredA minimum of a Bachelor’s degree in journalism, communications, economics, business, geography or relevant fieldDemonstrated goal-oriented collaboration skills, with strong diplomatic and problem-solving abilityExperience in a professional publishing capacity or in an analyst roleA strong understanding of economics and the role and practice of price reportingA commitment to the highest level of accuracy and completing all writing within established deadlinesStrong experience with Microsoft Office Suite with particular experience in ExcelThe willingness and ability to travel up to 20% of the time in order to fulfill the responsibilities of this positionSpanish language skills preferred

About Argus Media
Argus is a leading energy and commodity price reporting agency providing data, news and insight as well as conference and consulting services. Companies in more than 140 countries around the world use Argus prices to index physical trade and as benchmarks in financial derivative markets as well as for analysis and planning purposes.
Half of Argus' 900 employees are commodity journalists who specialize in reporting news and price information relating to physical energy and related commodity markets. They operate according to a rigorous Editorial Code of Conduct and a Compliance and Ethics Policy that align with best journalistic practice, including the avoidance of conflicts of interest.
Argus was founded in 1970 and is a privately held UK-registered company. It is owned by staff shareholders and global growth equity firm General Atlantic.
Benefits
Our rapidly-growing, award winning business offers a dynamic environment for talented, entrepreneurial professionals to achieve results and grow their careers. Argus recognizes and rewards successful performance and as an Investor in People, we promote professional development and retain a high-performing team committed to building our success.
Competitive salary and company bonus scheme
Group medical, dental, and vision plans
Company paid long term disability and life insurance plan
Group 401(k) safe harbor retirement plan with a 6% company match
15 vacation days your first year, which increases up to 25 days
Subsidised gym membership
Extensive internal and external training
Apply
If this aligns with your next career move, we’d love to hear from you.
Apply via our website www.argusmedia.com/en/careers/open-positions
Equal Opportunity Employer/Veterans/Disabled"
79,Reporter - Architecture,CoStar Group,"Washington, DC 20005 (Logan Circle area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=83fd1b5fe58fe128,,indeed,"Reporter - Architecture

Job Description

CoStar has served as a respected source of news for the fast-paced commercial real estate industry for more than two decades. Our award-winning, industry-focused news informs subscribers and complements CoStar’s role as the industry’s leading source of commercial real estate information and data. Fortune Magazine recently named CoStar Group top 100 fastest growing companies in the world. As a member of CoStar’s news team, you will lead our coverage of architecture, introducing readers to the amazing structures that are changing the face of American cities. The ideal candidate would profile the architects who are pushing the boundaries and chronicle the trends that are shaping the buildings we inhabit. We are looking for someone who can deliver a stream of lively coverage, all expertly tailored for the web, email newsletters, social media and other platforms.

CoStar is rapidly expanding our news team to take our journalism to the next level. This is a great opportunity for an experienced, digitally-oriented journalist to set for standard for a beat that is sure to appeal to our large and growing audience of real estate professionals. Previous reporting experience covering design or architecture is a definite advantage.

Essential Functions:Show a keen eye for standout architecture and be able to communicate that through lively writing and engaging imagery.Collaborate and coordinate with CoStar’s News Team to ensure timely coverage across the many communities that make up our markets.Cultivate and manage a bench of knowledgeable sources and expert contributors.Attend major industry events and plan and manage special event coverageMonitor major industry trends, leaders and companies, including news and social channels, for leads and industry relevance.Follow generally accepted journalism ethics and standards to report the facts, including a commitment to truth, accuracy, fairness and impartiality.Use traffic and keyword data to gain a better understanding of the news our readers are most interested in to help shape future news coverage.

Skills and Qualifications:Proven journalist with extensive experience in a high-profile news or online content-creating/curating role, with regular writing/reporting experience for an online audience.Results oriented – with proven ability to prioritize, drive and achieve results through self and others while working to deadlines under pressure.Candidates should be comfortable in digital media, with a creative flair for images and other visual content to accompany their reports.B2B media experience preferred.Excellent web headline and copywriting skills, with a command of AP Style and a deep knowledge of SEO best practices.Ability to work within a team collaborative environment and manage both up and down management chain.Basic knowledge of HTML and social media.Bachelor’s degree or higher required; ideally in journalism, communications, or a related discipline.LI-AA1

CoStar Group is an Equal Employment Opportunity Employer; we maintain a drug-free workplace and perform pre-employment substance abuse testing"
83,Managing Editor,The Charlotte Observer,"Charlotte, NC 28202 (Downtown Charlotte area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=fb85c4593718f073,,indeed,"The Charlotte Observer is seeking a managing editor to oversee day to day operation of the newsroom.

The managing editor is second in charge of the newsroom and directs day-to-day and mid-range news coverage. The M.E. helps shape the mission and direction of the newsroom and is charged with executing that mission day to day.
The managing editor is an experienced leader and editor who is skilled at working across the newsroom to develop journalism that is essential to our readers and makes a difference in Charlotte and North Carolina.
The M.E. must be a highly collaborative coach who can excel at nurturing a talented, high-functioning staff, helping us think and work in a way that puts our audience at the center of all we do. S/he works with editors, reporters, visual journalists and our regional team editors to shape our journalism from idea to engagement.
The M.E.’s highest priority is ensuring that our news coverage is audience-centered and sharply focused on serving and growing our digital readership. He or she is skilled at identifying a great story and knows how to help a reporter get it and tell it – which requires well-developed skills in writing, editing, social media and reader engagement.
The Observer is deeply committed to driving home First Amendment values in our journalism and holding leaders and institutions accountable. The M.E. must be passionate about watchdog journalism, open records, open meetings, open public institutions.
Duties and responsibilities:
Lead, direct, collaborate with and coach colleagues throughout the newsroom to identify and produce compelling daily and long-range mission-driven journalism.
Direct our journalism at every step, shaping everything from breaking news to long-form pieces in a way that engages the broadest possible audience.
Use well-developed editing and writing skills and excellent news judgment to help identify the highest potential stories to pursue and to shape our journalism.
Lead the teaching and execution of tools for building audience, including urgency, story choices, visuals, headlines, analytics, SEO and social media.
Use all available metrics tools to analyze data that informs the direction of our journalism, as well as the ways we get it in front of readers.
Supervise most of the newsroom’s assigning editors and work closely with regional editors to ensure we’re collaborating effectively across McClatchy Carolinas newsrooms.
Articulate and reinforce standards for ethics and professional conduct as well as journalistic excellence and fairness.
Work collaboratively with divisions across the company to develop and evolve products and strategies that diversify our audience and revenue.
Proactively identify and solve problems, innovate and adapt.
Education and knowledge: College degree required. Minimum of 10 years of newsroom leadership preferred. Proven record of growing digital readership and engagement required.
Skills:
Excellent news judgment and a demonstrated ability to see a story.
Highly developed editing, reporting, writing and social media skills. Excellent news judgment and journalism ethics and a deep appreciation for our watchdog role.
A strong understanding of audience engagement, ideally including:
Fluency with analytics and how to apply them.
Skill with digital headlines and an understanding of what content works well on different platforms.
Good working knowledge of SEO practices.
A proven record of driving readership through social media platforms.
The proven ability to work effectively with a wide range of colleagues in managing change.
The ability to lead, direct, collaborate with and coach colleagues of varying experience levels throughout the newsroom.
An interest in and aptitude for storytelling using a broad range of media, including the written word, video, photography, podcasts and other audio, and whatever comes next.
An interest in telling stories using a variety of formats and media, and an enthusiasm for learning new skills and technologies.
Comfort with a job that will be demanding, fast-paced, constantly evolving and more outcome-oriented than task-oriented.
Ability to be resourceful and to anticipate needs and bring new ideas to the newsroom.
Ability to prioritize and work under pressure.
Highly developed communication skills.
EOE

#LI-AM01"
90,Head of News Development,Altice USA,"Long Island City, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=4f3b8452104b822b,,indeed,"Altice USA News is looking for a passionate and creative visionary to lead an amazing group of journalists into the future of local news. The Head of News Development will play a key role in the growth and evolution of our fast -growing news business.

Responsibilities include:
Assist in the management of content and editorial across all Altice USA News networks and businesses to grow ratings and engagement with our audiences
Create, develop and implement new content initiatives for News 12
Drive content development, new strategies, analytics-based content decisions, and content partnerships.
Develop joint programming and operational opportunities across the News 12 networks and regions
Develop new production models for presenting content and sponsorships through creative ideas for programs, digital ventures and social media.
Work with Head of Operations to manage expenses and budget properly thru interactions with Region’s news operations and help to optimize their use of manpower, capital and other resources to increase efficiencies in staffing and purchasing in their operations.
Monitor and report competitive industry trends and keep the team apprised of relevant developments that impact our content and editorial capabilities
Responsible for managing, tracking and communicating the status of ongoing network initiatives in weekly formats as well as monthly meetings.
Work with the Altice USA News management team (Marketing, Digital, Operations, HR, Finance, etc) to drive success for the organization
Work with the News Directors and other appropriate executives to implement formats based on research results.
Oversee program quality and improvement and support the control of expenses, increase of revenue and distribution
Minimum of 10 years’ experience as a News Director or key corporate executive for a major TV news organization.Minimum 7 year content research experience, especially in news and ratings dealing with major research organizations such as Nielsen.
Significant experience combining TV and Digital media content initiatives
Proven track record to increase viewer engagement and identifying business development opportunities.
Deep understanding of audience segments with related experience in focus group management, data analysis.
Strong experience in executive presentation, measures of success, can gather, build, and tell a story with data points that showcases value of our brands and a story about our audiences.
Ability to generate and evaluate ideas for best-in-class digital platforms, content, and bring to life.
Extensive knowledge of current editorial trends in markets, technology, investing, and media.
Experience managing multiple projects and bring them in on budget and on time.
Ability to work under tight deadlines and pressure and quickly shift direction/scope of projects to meet the needs of the company."
